time,true_dist,kf_dist,ekf_dist,pf_dist,kf_err,ekf_err,pf_err
18.3008,0.7303,0.7298,0.7243,0.7090,0.0004,0.0060,0.0213
18.4027,0.7252,0.7268,0.7207,0.7083,0.0016,0.0045,0.0169
18.5002,0.7218,0.7220,0.7176,0.7043,0.0002,0.0043,0.0175
18.6001,0.7185,0.7191,0.7153,0.7021,0.0005,0.0033,0.0165
18.7001,0.7152,0.7154,0.7111,0.6971,0.0002,0.0042,0.0181
18.8002,0.7120,0.7121,0.7077,0.6931,0.0001,0.0043,0.0189
18.9024,0.7104,0.7104,0.7060,0.6921,0.0000,0.0044,0.0183
19.0022,0.7072,0.7071,0.7027,0.6898,0.0000,0.0045,0.0174
19.1009,0.7040,0.7041,0.6997,0.6882,0.0001,0.0043,0.0158
19.2001,0.6994,0.6997,0.6958,0.6861,0.0003,0.0035,0.0132
19.3002,0.6963,0.6969,0.6937,0.6844,0.0006,0.0026,0.0119
19.4001,0.6918,0.6924,0.6895,0.6809,0.0007,0.0023,0.0109
19.5002,0.6888,0.6895,0.6866,0.6788,0.0006,0.0022,0.0101
19.6001,0.6859,0.6863,0.6831,0.6760,0.0004,0.0027,0.0099
19.7026,0.6830,0.6829,0.6791,0.6724,0.0001,0.0039,0.0106
19.8001,0.6787,0.6788,0.6756,0.6693,0.0001,0.0031,0.0095
19.9001,0.6760,0.6760,0.6726,0.6654,0.0000,0.0034,0.0106
20.0001,0.6732,0.6729,0.6692,0.6611,0.0003,0.0041,0.0121
20.1002,0.6719,0.6718,0.6685,0.6601,0.0000,0.0033,0.0118
20.2001,0.6692,0.6689,0.6652,0.6577,0.0003,0.0040,0.0115
20.3001,0.6665,0.6663,0.6626,0.6556,0.0002,0.0039,0.0109
20.4002,0.6640,0.6637,0.6600,0.6523,0.0002,0.0039,0.0117
20.5001,0.6614,0.6614,0.6582,0.6496,0.0000,0.0032,0.0118
20.6001,0.6577,0.6578,0.6548,0.6476,0.0001,0.0028,0.0101
20.7050,0.6552,0.6556,0.6530,0.6460,0.0003,0.0022,0.0092
20.8008,0.6529,0.6532,0.6507,0.6453,0.0003,0.0022,0.0075
20.9002,0.6505,0.6509,0.6486,0.6442,0.0004,0.0019,0.0063
21.0003,0.6471,0.6476,0.6455,0.6418,0.0005,0.0016,0.0053
21.1001,0.6438,0.6441,0.6419,0.6392,0.0003,0.0019,0.0046
21.2001,0.6406,0.6420,0.6400,0.6368,0.0014,0.0005,0.0037
21.3017,0.6385,0.6389,0.6371,0.6348,0.0004,0.0014,0.0037
21.4001,0.6355,0.6356,0.6336,0.6326,0.0001,0.0019,0.0029
21.5003,0.6335,0.6336,0.6317,0.6297,0.0001,0.0018,0.0039
21.6001,0.6316,0.6316,0.6296,0.6276,0.0001,0.0021,0.0040
21.7001,0.6289,0.6291,0.6274,0.6252,0.0002,0.0015,0.0037
21.8025,0.6271,0.6270,0.6252,0.6229,0.0001,0.0019,0.0041
21.9001,0.6245,0.6247,0.6232,0.6217,0.0002,0.0014,0.0028
22.0001,0.6221,0.6222,0.6208,0.6194,0.0001,0.0013,0.0027
22.1003,0.6205,0.6206,0.6193,0.6184,0.0001,0.0013,0.0021
22.2027,0.6190,0.6188,0.6172,0.6164,0.0002,0.0018,0.0027
22.3002,0.6176,0.6175,0.6160,0.6150,0.0001,0.0015,0.0026
22.4009,0.6162,0.6160,0.6144,0.6135,0.0002,0.0018,0.0027
22.5001,0.6149,0.6147,0.6131,0.6125,0.0001,0.0017,0.0023
22.6001,0.6136,0.6134,0.6119,0.6118,0.0002,0.0017,0.0018
22.7003,0.6123,0.6123,0.6108,0.6113,0.0001,0.0015,0.0010
22.8001,0.6118,0.6115,0.6099,0.6104,0.0002,0.0018,0.0013
22.9001,0.6101,0.6101,0.6088,0.6092,0.0000,0.0013,0.0009
23.0002,0.6090,0.6089,0.6077,0.6085,0.0001,0.0013,0.0005
23.1002,0.6080,0.6081,0.6070,0.6079,0.0000,0.0010,0.0001
23.2008,0.6071,0.6071,0.6060,0.6068,0.0000,0.0011,0.0003
23.3000,0.6058,0.6062,0.6049,0.6056,0.0005,0.0008,0.0002
23.4002,0.6050,0.6051,0.6043,0.6048,0.0001,0.0006,0.0002
23.5003,0.6039,0.6040,0.6033,0.6039,0.0001,0.0006,0.0000
23.6002,0.6032,0.6033,0.6027,0.6033,0.0001,0.0005,0.0001
23.7002,0.6024,0.6024,0.6020,0.6031,0.0001,0.0004,0.0008
23.8001,0.6016,0.6017,0.6014,0.6030,0.0001,0.0003,0.0013
23.9004,0.6014,0.6014,0.6009,0.6031,0.0001,0.0005,0.0017
24.0027,0.6009,0.6009,0.6006,0.6034,0.0000,0.0003,0.0026
24.1004,0.6006,0.6006,0.6003,0.6039,0.0000,0.0003,0.0033
24.2045,0.6003,0.6004,0.6002,0.6039,0.0000,0.0002,0.0035
24.3026,0.6002,0.6002,0.6001,0.6043,0.0000,0.0001,0.0041
24.4004,0.6000,0.6000,0.6000,0.6048,0.0000,0.0000,0.0048
24.5003,0.6000,0.6000,0.6001,0.6049,0.0000,0.0000,0.0049
24.6003,0.6001,0.6001,0.6002,0.6057,0.0000,0.0001,0.0056
24.7011,0.6002,0.6002,0.6004,0.6060,0.0000,0.0002,0.0058
24.8010,0.6005,0.6005,0.6008,0.6068,0.0000,0.0003,0.0063
24.9001,0.6008,0.6008,0.6011,0.6075,0.0000,0.0003,0.0067
25.0027,0.6011,0.6011,0.6016,0.6086,0.0000,0.0005,0.0075
25.1002,0.6015,0.6015,0.6020,0.6094,0.0000,0.0004,0.0079
25.2002,0.6020,0.6020,0.6025,0.6102,0.0000,0.0006,0.0082
25.3038,0.6028,0.6028,0.6034,0.6113,0.0000,0.0007,0.0086
25.4007,0.6034,0.6034,0.6041,0.6120,0.0000,0.0007,0.0086
25.5001,0.6044,0.6044,0.6052,0.6136,0.0000,0.0008,0.0092
25.6002,0.6051,0.6051,0.6058,0.6144,0.0000,0.0006,0.0093
25.7002,0.6064,0.6064,0.6074,0.6166,0.0000,0.0010,0.0102
25.8002,0.6073,0.6073,0.6083,0.6179,0.0000,0.0010,0.0106
25.9020,0.6082,0.6083,0.6093,0.6195,0.0001,0.0011,0.0112
26.0009,0.6092,0.6093,0.6107,0.6209,0.0001,0.0014,0.0116
26.1012,0.6109,0.6109,0.6121,0.6230,0.0000,0.0013,0.0122
26.2001,0.6120,0.6120,0.6134,0.6249,0.0000,0.0014,0.0129
26.3005,0.6132,0.6133,0.6146,0.6261,0.0000,0.0014,0.0129
26.4006,0.6145,0.6145,0.6160,0.6286,0.0000,0.0015,0.0141
26.5002,0.6158,0.6158,0.6173,0.6301,0.0000,0.0015,0.0143
26.6048,0.6172,0.6171,0.6185,0.6316,0.0001,0.0013,0.0144
26.7001,0.6186,0.6187,0.6205,0.6342,0.0001,0.0019,0.0155
26.8003,0.6209,0.6208,0.6223,0.6364,0.0001,0.0014,0.0155
26.9002,0.6225,0.6225,0.6243,0.6389,0.0000,0.0019,0.0165
27.0001,0.6241,0.6243,0.6266,0.6445,0.0003,0.0026,0.0204
27.1002,0.6258,0.6260,0.6283,0.6466,0.0002,0.0025,0.0209
27.2002,0.6275,0.6276,0.6298,0.6497,0.0001,0.0023,0.0222
27.3002,0.6293,0.6292,0.6312,0.6506,0.0000,0.0020,0.0213
27.4001,0.6320,0.6319,0.6341,0.6527,0.0001,0.0021,0.0206
27.5009,0.6339,0.6339,0.6362,0.6548,0.0000,0.0022,0.0209
27.6000,0.6369,0.6358,0.6379,0.6565,0.0011,0.0010,0.0196
27.7002,0.6390,0.6389,0.6410,0.6584,0.0001,0.0020,0.0195
27.8002,0.6421,0.6418,0.6438,0.6618,0.0003,0.0017,0.0197
27.9002,0.6443,0.6442,0.6464,0.6644,0.0001,0.0022,0.0201
28.0003,0.6465,0.6466,0.6492,0.6660,0.0001,0.0027,0.0196
28.1006,0.6487,0.6489,0.6516,0.6674,0.0002,0.0029,0.0187
28.2026,0.6510,0.6509,0.6534,0.6701,0.0001,0.0024,0.0191
28.3002,0.6534,0.6535,0.6564,0.6745,0.0001,0.0030,0.0211
28.4001,0.6558,0.6558,0.6584,0.6761,0.0000,0.0026,0.0203
28.5002,0.6582,0.6585,0.6616,0.6785,0.0003,0.0034,0.0203
28.6001,0.6620,0.6620,0.6648,0.6819,0.0000,0.0029,0.0199
28.7001,0.6645,0.6644,0.6672,0.6849,0.0001,0.0027,0.0204
28.8002,0.6671,0.6670,0.6699,0.6869,0.0001,0.0027,0.0198
28.9002,0.6698,0.6699,0.6731,0.6918,0.0001,0.0033,0.0220
29.0002,0.6738,0.6737,0.6766,0.6971,0.0001,0.0028,0.0232
29.1001,0.6766,0.6766,0.6798,0.6998,0.0000,0.0032,0.0232
29.2103,0.6794,0.6793,0.6824,0.7028,0.0001,0.0031,0.0234
29.3043,0.6822,0.6822,0.6853,0.7064,0.0000,0.0031,0.0242
29.4047,0.6865,0.6865,0.6895,0.7135,0.0001,0.0029,0.0269
29.5002,0.6895,0.6893,0.6926,0.7172,0.0002,0.0032,0.0277
29.6001,0.6925,0.6924,0.6956,0.7202,0.0001,0.0031,0.0278
29.7002,0.6970,0.6968,0.6998,0.7242,0.0002,0.0028,0.0272
29.8002,0.7001,0.7002,0.7038,0.7288,0.0001,0.0037,0.0288
29.9001,0.7032,0.7033,0.7070,0.7300,0.0001,0.0038,0.0268
30.0002,0.7063,0.7064,0.7101,0.7336,0.0001,0.0038,0.0273
30.1070,0.7095,0.7095,0.7129,0.7364,0.0000,0.0034,0.0269
30.2001,0.7127,0.7131,0.7175,0.7405,0.0004,0.0048,0.0278
30.3001,0.7160,0.7162,0.7203,0.7449,0.0002,0.0043,0.0289
30.4024,0.7193,0.7192,0.7231,0.7467,0.0000,0.0039,0.0274
30.5002,0.7226,0.7223,0.7259,0.7494,0.0003,0.0033,0.0268
30.6001,0.7277,0.7274,0.7312,0.7541,0.0002,0.0036,0.0265
30.7001,0.7311,0.7309,0.7349,0.7565,0.0001,0.0038,0.0254
30.8006,0.7362,0.7343,0.7379,0.7575,0.0019,0.0017,0.0212
30.9027,0.7397,0.7399,0.7418,0.7628,0.0001,0.0020,0.0231
31.0001,0.7415,0.7418,0.7462,0.7688,0.0003,0.0047,0.0273
31.1002,0.7450,0.7454,0.7502,0.7736,0.0004,0.0052,0.0285
31.2004,0.7486,0.7489,0.7535,0.7761,0.0003,0.0049,0.0275
31.3000,0.7522,0.7527,0.7580,0.7795,0.0005,0.0058,0.0272
31.4002,0.7558,0.7558,0.7605,0.7820,0.0000,0.0046,0.0262
31.5001,0.7595,0.7594,0.7642,0.7858,0.0001,0.0047,0.0263
31.6002,0.7651,0.7647,0.7689,0.7907,0.0004,0.0038,0.0256
31.7002,0.7688,0.7683,0.7723,0.7940,0.0005,0.0035,0.0252
31.8001,0.7726,0.7722,0.7762,0.7976,0.0004,0.0037,0.0250
31.9004,0.7783,0.7763,0.7806,0.8020,0.0020,0.0023,0.0238
32.0002,0.7821,0.7818,0.7861,0.8076,0.0003,0.0040,0.0255
32.1007,0.7860,0.7854,0.7894,0.8121,0.0005,0.0035,0.0261
32.2001,0.7898,0.7897,0.7941,0.8156,0.0001,0.0043,0.0257
32.3002,0.7938,0.7938,0.7985,0.8187,0.0000,0.0047,0.0250
32.4002,0.7997,0.7993,0.8035,0.8208,0.0004,0.0038,0.0211
32.5001,0.8037,0.8037,0.8084,0.8246,0.0000,0.0047,0.0209
32.6001,0.8077,0.8078,0.8127,0.8286,0.0002,0.0050,0.0210
32.7001,0.8117,0.8119,0.8169,0.8342,0.0002,0.0052,0.0225
32.8002,0.8178,0.8175,0.8218,0.8406,0.0003,0.0040,0.0228
32.9002,0.8219,0.8219,0.8266,0.8467,0.0000,0.0047,0.0248
33.0017,0.8260,0.8266,0.8320,0.8528,0.0006,0.0060,0.0269
33.1002,0.8301,0.8302,0.8351,0.8588,0.0000,0.0050,0.0286
33.2001,0.8343,0.8342,0.8390,0.8619,0.0001,0.0047,0.0276
